text,entities
"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",[]
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","[{'start': 12, 'end': 13, 'label': 'SKILL'}, {'start': 21, 'end': 22, 'label': 'SKILL'}, {'start': 26, 'end': 27, 'label': 'SKILL'}, {'start': 47, 'end': 48, 'label': 'SKILL'}, {'start': 53, 'end': 54, 'label': 'SKILL'}, {'start': 70, 'end': 71, 'label': 'SKILL'}, {'start': 73, 'end': 74, 'label': 'SKILL'}, {'start': 77, 'end': 78, 'label': 'SKILL'}, {'start': 90, 'end': 91, 'label': 'SKILL'}, {'start': 94, 'end': 95, 'label': 'SKILL'}, {'start': 102, 'end': 103, 'label': 'SKILL'}, {'start': 106, 'end': 107, 'label': 'SKILL'}, {'start': 108, 'end': 109, 'label': 'SKILL'}, {'start': 116, 'end': 117, 'label': 'SKILL'}, {'start': 126, 'end': 127, 'label': 'SKILL'}, {'start': 156, 'end': 157, 'label': 'SKILL'}, {'start': 168, 'end': 169, 'label': 'SKILL'}]"
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","[{'start': 4, 'end': 5, 'label': 'SKILL'}, {'start': 18, 'end': 19, 'label': 'SKILL'}, {'start': 28, 'end': 29, 'label': 'SKILL'}, {'start': 60, 'end': 61, 'label': 'SKILL'}, {'start': 77, 'end': 78, 'label': 'SKILL'}, {'start': 87, 'end': 88, 'label': 'SKILL'}, {'start': 109, 'end': 110, 'label': 'SKILL'}, {'start': 124, 'end': 125, 'label': 'SKILL'}, {'start': 135, 'end': 136, 'label': 'SKILL'}, {'start': 141, 'end': 142, 'label': 'SKILL'}, {'start': 157, 'end': 158, 'label': 'SKILL'}, {'start': 158, 'end': 159, 'label': 'SKILL'}, {'start': 160, 'end': 161, 'label': 'SKILL'}]"
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","[{'start': 61, 'end': 64, 'label': 'SKILL'}]"
"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",[]
"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",[]
"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","[{'start': 183, 'end': 198, 'label': 'SKILL'}]"
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","[{'start': 8, 'end': 9, 'label': 'SKILL'}, {'start': 21, 'end': 22, 'label': 'SKILL'}, {'start': 61, 'end': 62, 'label': 'SKILL'}, {'start': 83, 'end': 84, 'label': 'SKILL'}, {'start': 96, 'end': 97, 'label': 'SKILL'}, {'start': 113, 'end': 114, 'label': 'SKILL'}, {'start': 123, 'end': 124, 'label': 'SKILL'}]"
"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","[{'start': 8, 'end': 17, 'label': 'SKILL'}]"
"Responsible for designing and developing innovative IT solutions. Works with Ruby, Kotlin, Routing & Switching, Google Cloud, Reinforcement Learning to ensure efficiency, security, and performance. Expected to have experience in ETL, NoSQL, Docker.","[{'start': 77, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 89, 'label': 'SKILL'}, {'start': 91, 'end': 110, 'label': 'SKILL'}, {'start': 112, 'end': 124, 'label': 'SKILL'}, {'start': 126, 'end': 148, 'label': 'SKILL'}, {'start': 229, 'end': 232, 'label': 'SKILL'}, {'start': 234, 'end': 239, 'label': 'SKILL'}, {'start': 241, 'end': 247, 'label': 'SKILL'}]"
"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","[{'start': 71, 'end': 83, 'label': 'SKILL'}]"
"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","[{'start': 0, 'end': 16, 'label': 'SKILL'}]"
"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",[]
"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",[]
"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","[{'start': 181, 'end': 186, 'label': 'SKILL'}]"
"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",[]
"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","[{'start': 131, 'end': 139, 'label': 'SKILL'}, {'start': 164, 'end': 169, 'label': 'SKILL'}]"
"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",[]
"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","[{'start': 2, 'end': 3, 'label': 'SKILL'}, {'start': 6, 'end': 7, 'label': 'SKILL'}, {'start': 17, 'end': 18, 'label': 'SKILL'}, {'start': 46, 'end': 47, 'label': 'SKILL'}, {'start': 59, 'end': 60, 'label': 'SKILL'}, {'start': 67, 'end': 68, 'label': 'SKILL'}, {'start': 77, 'end': 78, 'label': 'SKILL'}, {'start': 90, 'end': 91, 'label': 'SKILL'}, {'start': 93, 'end': 94, 'label': 'SKILL'}, {'start': 103, 'end': 104, 'label': 'SKILL'}, {'start': 114, 'end': 115, 'label': 'SKILL'}, {'start': 131, 'end': 132, 'label': 'SKILL'}, {'start': 148, 'end': 149, 'label': 'SKILL'}, {'start': 153, 'end': 154, 'label': 'SKILL'}, {'start': 158, 'end': 159, 'label': 'SKILL'}, {'start': 171, 'end': 172, 'label': 'SKILL'}]"
"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",[]
"Responsible for developing and optimizing advanced IT solutions. Works with SCRUM, Java, SQL, Routing & Switching, Reinforcement Learning to ensure innovation, security, and efficiency. Expected to have experience in Data Cleaning, C++, Docker, JavaScript.","[{'start': 76, 'end': 81, 'label': 'SKILL'}, {'start': 83, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 92, 'label': 'SKILL'}, {'start': 94, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 137, 'label': 'SKILL'}, {'start': 217, 'end': 230, 'label': 'SKILL'}, {'start': 232, 'end': 235, 'label': 'SKILL'}, {'start': 237, 'end': 243, 'label': 'SKILL'}, {'start': 245, 'end': 255, 'label': 'SKILL'}, {'start': 245, 'end': 249, 'label': 'SKILL'}]"
"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",[]
"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",[]
"Responsible for designing and developing innovative IT solutions. Works with Data Warehousing, Network Monitoring, Java, Cisco Networking, Google Cloud to ensure efficiency, security, and performance. Expected to have experience in Agile, Firewalls, SIEM, Go, Version Control.","[{'start': 77, 'end': 93, 'label': 'SKILL'}, {'start': 95, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 119, 'label': 'SKILL'}, {'start': 121, 'end': 137, 'label': 'SKILL'}, {'start': 139, 'end': 151, 'label': 'SKILL'}, {'start': 139, 'end': 141, 'label': 'SKILL'}, {'start': 232, 'end': 237, 'label': 'SKILL'}, {'start': 239, 'end': 248, 'label': 'SKILL'}, {'start': 250, 'end': 254, 'label': 'SKILL'}, {'start': 256, 'end': 258, 'label': 'SKILL'}, {'start': 260, 'end': 275, 'label': 'SKILL'}]"
"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","[{'start': 67, 'end': 73, 'label': 'SKILL'}, {'start': 108, 'end': 114, 'label': 'SKILL'}]"
"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","[{'start': 1, 'end': 2, 'label': 'SKILL'}, {'start': 8, 'end': 9, 'label': 'SKILL'}, {'start': 27, 'end': 28, 'label': 'SKILL'}, {'start': 52, 'end': 53, 'label': 'SKILL'}, {'start': 66, 'end': 67, 'label': 'SKILL'}, {'start': 87, 'end': 88, 'label': 'SKILL'}, {'start': 98, 'end': 99, 'label': 'SKILL'}, {'start': 108, 'end': 109, 'label': 'SKILL'}, {'start': 131, 'end': 132, 'label': 'SKILL'}]"
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",[]
"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",[]
"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",[]
"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",[]
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","[{'start': 8, 'end': 9, 'label': 'SKILL'}, {'start': 21, 'end': 22, 'label': 'SKILL'}, {'start': 61, 'end': 62, 'label': 'SKILL'}, {'start': 83, 'end': 84, 'label': 'SKILL'}, {'start': 96, 'end': 97, 'label': 'SKILL'}, {'start': 113, 'end': 114, 'label': 'SKILL'}, {'start': 123, 'end': 124, 'label': 'SKILL'}]"
"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",[]
"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","[{'start': 7, 'end': 8, 'label': 'SKILL'}, {'start': 22, 'end': 23, 'label': 'SKILL'}, {'start': 26, 'end': 27, 'label': 'SKILL'}, {'start': 40, 'end': 41, 'label': 'SKILL'}, {'start': 47, 'end': 48, 'label': 'SKILL'}, {'start': 48, 'end': 49, 'label': 'SKILL'}, {'start': 55, 'end': 56, 'label': 'SKILL'}, {'start': 65, 'end': 66, 'label': 'SKILL'}, {'start': 78, 'end': 79, 'label': 'SKILL'}, {'start': 86, 'end': 87, 'label': 'SKILL'}, {'start': 89, 'end': 90, 'label': 'SKILL'}, {'start': 103, 'end': 104, 'label': 'SKILL'}, {'start': 112, 'end': 113, 'label': 'SKILL'}, {'start': 143, 'end': 144, 'label': 'SKILL'}]"
"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",[]
"Responsible for developing, optimizing, and securing IT systems. Works with AWS, PyTorch, Firewalls, Microservices, Data Visualization to enhance system performance and reliability. Expected to have experience in C++, REST APIs, Terraform, Ruby, Design Patterns.","[{'start': 76, 'end': 79, 'label': 'SKILL'}, {'start': 81, 'end': 88, 'label': 'SKILL'}, {'start': 90, 'end': 99, 'label': 'SKILL'}, {'start': 101, 'end': 114, 'label': 'SKILL'}, {'start': 116, 'end': 134, 'label': 'SKILL'}, {'start': 213, 'end': 216, 'label': 'SKILL'}, {'start': 218, 'end': 227, 'label': 'SKILL'}, {'start': 229, 'end': 238, 'label': 'SKILL'}, {'start': 240, 'end': 244, 'label': 'SKILL'}, {'start': 246, 'end': 261, 'label': 'SKILL'}]"
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",[]
"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",[]
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",[]
"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration","[{'start': 39, 'end': 42, 'label': 'SKILL'}]"
"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","[{'start': 2, 'end': 3, 'label': 'SKILL'}, {'start': 6, 'end': 7, 'label': 'SKILL'}, {'start': 16, 'end': 17, 'label': 'SKILL'}, {'start': 33, 'end': 34, 'label': 'SKILL'}, {'start': 59, 'end': 60, 'label': 'SKILL'}, {'start': 65, 'end': 66, 'label': 'SKILL'}, {'start': 68, 'end': 69, 'label': 'SKILL'}, {'start': 78, 'end': 79, 'label': 'SKILL'}, {'start': 82, 'end': 83, 'label': 'SKILL'}, {'start': 98, 'end': 99, 'label': 'SKILL'}, {'start': 102, 'end': 103, 'label': 'SKILL'}, {'start': 105, 'end': 106, 'label': 'SKILL'}, {'start': 110, 'end': 111, 'label': 'SKILL'}, {'start': 123, 'end': 124, 'label': 'SKILL'}, {'start': 128, 'end': 129, 'label': 'SKILL'}, {'start': 151, 'end': 152, 'label': 'SKILL'}, {'start': 156, 'end': 157, 'label': 'SKILL'}, {'start': 165, 'end': 166, 'label': 'SKILL'}, {'start': 166, 'end': 167, 'label': 'SKILL'}, {'start': 185, 'end': 186, 'label': 'SKILL'}, {'start': 227, 'end': 228, 'label': 'SKILL'}, {'start': 232, 'end': 233, 'label': 'SKILL'}, {'start': 235, 'end': 236, 'label': 'SKILL'}, {'start': 242, 'end': 243, 'label': 'SKILL'}, {'start': 260, 'end': 261, 'label': 'SKILL'}, {'start': 276, 'end': 277, 'label': 'SKILL'}, {'start': 280, 'end': 281, 'label': 'SKILL'}, {'start': 287, 'end': 288, 'label': 'SKILL'}, {'start': 291, 'end': 292, 'label': 'SKILL'}, {'start': 305, 'end': 306, 'label': 'SKILL'}, {'start': 309, 'end': 310, 'label': 'SKILL'}, {'start': 324, 'end': 325, 'label': 'SKILL'}, {'start': 326, 'end': 327, 'label': 'SKILL'}, {'start': 328, 'end': 329, 'label': 'SKILL'}, {'start': 332, 'end': 333, 'label': 'SKILL'}, {'start': 338, 'end': 339, 'label': 'SKILL'}, {'start': 367, 'end': 368, 'label': 'SKILL'}, {'start': 378, 'end': 379, 'label': 'SKILL'}, {'start': 385, 'end': 386, 'label': 'SKILL'}, {'start': 407, 'end': 408, 'label': 'SKILL'}, {'start': 418, 'end': 419, 'label': 'SKILL'}, {'start': 421, 'end': 422, 'label': 'SKILL'}, {'start': 424, 'end': 425, 'label': 'SKILL'}, {'start': 429, 'end': 430, 'label': 'SKILL'}, {'start': 439, 'end': 440, 'label': 'SKILL'}, {'start': 441, 'end': 442, 'label': 'SKILL'}, {'start': 448, 'end': 449, 'label': 'SKILL'}, {'start': 459, 'end': 460, 'label': 'SKILL'}, {'start': 463, 'end': 464, 'label': 'SKILL'}, {'start': 472, 'end': 473, 'label': 'SKILL'}, {'start': 479, 'end': 480, 'label': 'SKILL'}, {'start': 487, 'end': 488, 'label': 'SKILL'}, {'start': 496, 'end': 497, 'label': 'SKILL'}, {'start': 511, 'end': 512, 'label': 'SKILL'}, {'start': 515, 'end': 516, 'label': 'SKILL'}, {'start': 524, 'end': 525, 'label': 'SKILL'}, {'start': 534, 'end': 535, 'label': 'SKILL'}, {'start': 544, 'end': 545, 'label': 'SKILL'}, {'start': 545, 'end': 546, 'label': 'SKILL'}, {'start': 547, 'end': 548, 'label': 'SKILL'}, {'start': 581, 'end': 582, 'label': 'SKILL'}]"
"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",[]
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",[]
"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis","[{'start': 0, 'end': 16, 'label': 'SKILL'}]"
"Responsible for developing and optimizing advanced IT solutions. Works with Python, TCP/IP, Firewalls, Kubernetes, NoSQL to ensure innovation, security, and efficiency. Expected to have experience in C++, Scikit-learn, Wireless Security, Version Control.","[{'start': 76, 'end': 82, 'label': 'SKILL'}, {'start': 84, 'end': 90, 'label': 'SKILL'}, {'start': 92, 'end': 101, 'label': 'SKILL'}, {'start': 103, 'end': 113, 'label': 'SKILL'}, {'start': 115, 'end': 120, 'label': 'SKILL'}, {'start': 200, 'end': 203, 'label': 'SKILL'}, {'start': 205, 'end': 217, 'label': 'SKILL'}, {'start': 219, 'end': 236, 'label': 'SKILL'}, {'start': 238, 'end': 253, 'label': 'SKILL'}]"
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","[{'start': 163, 'end': 168, 'label': 'SKILL'}]"
"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",[]
"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",[]
"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




","[{'start': 18, 'end': 33, 'label': 'SKILL'}]"
"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","[{'start': 24, 'end': 25, 'label': 'SKILL'}, {'start': 34, 'end': 35, 'label': 'SKILL'}, {'start': 59, 'end': 65, 'label': 'SKILL'}, {'start': 87, 'end': 88, 'label': 'SKILL'}, {'start': 90, 'end': 91, 'label': 'SKILL'}, {'start': 104, 'end': 105, 'label': 'SKILL'}, {'start': 115, 'end': 116, 'label': 'SKILL'}, {'start': 121, 'end': 122, 'label': 'SKILL'}, {'start': 127, 'end': 128, 'label': 'SKILL'}, {'start': 157, 'end': 158, 'label': 'SKILL'}, {'start': 159, 'end': 162, 'label': 'SKILL'}, {'start': 166, 'end': 169, 'label': 'SKILL'}, {'start': 173, 'end': 174, 'label': 'SKILL'}, {'start': 183, 'end': 184, 'label': 'SKILL'}, {'start': 200, 'end': 201, 'label': 'SKILL'}, {'start': 203, 'end': 204, 'label': 'SKILL'}, {'start': 241, 'end': 242, 'label': 'SKILL'}, {'start': 260, 'end': 261, 'label': 'SKILL'}, {'start': 261, 'end': 262, 'label': 'SKILL'}, {'start': 265, 'end': 266, 'label': 'SKILL'}, {'start': 277, 'end': 278, 'label': 'SKILL'}]"
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",[]
"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution",[]
"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","[{'start': 14, 'end': 15, 'label': 'SKILL'}, {'start': 19, 'end': 20, 'label': 'SKILL'}, {'start': 43, 'end': 44, 'label': 'SKILL'}, {'start': 49, 'end': 50, 'label': 'SKILL'}, {'start': 78, 'end': 79, 'label': 'SKILL'}, {'start': 121, 'end': 122, 'label': 'SKILL'}, {'start': 124, 'end': 125, 'label': 'SKILL'}, {'start': 149, 'end': 150, 'label': 'SKILL'}, {'start': 159, 'end': 160, 'label': 'SKILL'}, {'start': 183, 'end': 184, 'label': 'SKILL'}, {'start': 201, 'end': 202, 'label': 'SKILL'}, {'start': 204, 'end': 205, 'label': 'SKILL'}, {'start': 240, 'end': 241, 'label': 'SKILL'}, {'start': 257, 'end': 258, 'label': 'SKILL'}]"
"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",[]
"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",[]
"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",[]
"Responsible for developing and optimizing advanced IT solutions. Works with Data Warehousing, Network Monitoring, Cisco Networking, Kubernetes, SIEM to ensure innovation, security, and efficiency. Expected to have experience in C++, Terraform, Data Visualization, Scikit-learn, Docker.","[{'start': 76, 'end': 92, 'label': 'SKILL'}, {'start': 94, 'end': 112, 'label': 'SKILL'}, {'start': 114, 'end': 130, 'label': 'SKILL'}, {'start': 132, 'end': 142, 'label': 'SKILL'}, {'start': 144, 'end': 148, 'label': 'SKILL'}, {'start': 228, 'end': 231, 'label': 'SKILL'}, {'start': 233, 'end': 242, 'label': 'SKILL'}, {'start': 244, 'end': 262, 'label': 'SKILL'}, {'start': 264, 'end': 276, 'label': 'SKILL'}, {'start': 278, 'end': 284, 'label': 'SKILL'}]"
"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",[]
"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks","[{'start': 9, 'end': 10, 'label': 'SKILL'}, {'start': 35, 'end': 36, 'label': 'SKILL'}, {'start': 71, 'end': 72, 'label': 'SKILL'}, {'start': 99, 'end': 100, 'label': 'SKILL'}, {'start': 155, 'end': 156, 'label': 'SKILL'}]"
"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",[]
"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",[]
"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","[{'start': 0, 'end': 6, 'label': 'JOB_TITLE'}]"
"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",[]
"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",[]
"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",[]
"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","[{'start': 7, 'end': 8, 'label': 'SKILL'}, {'start': 22, 'end': 23, 'label': 'SKILL'}, {'start': 55, 'end': 56, 'label': 'SKILL'}, {'start': 65, 'end': 66, 'label': 'SKILL'}, {'start': 89, 'end': 90, 'label': 'SKILL'}, {'start': 103, 'end': 104, 'label': 'SKILL'}, {'start': 112, 'end': 113, 'label': 'SKILL'}, {'start': 143, 'end': 144, 'label': 'SKILL'}]"
"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",[]
"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",[]
